report_id,date,location,asset,report_type,narrative,sif_label,sif_label_reason,source_event_code,source_nature,data_source,narrative_provenance,context_provenance,sector_provenance
OIL-970293-10262,2026-06-04,Duliajan,Central Workshop,Near Miss,"After running overhead beverage lines in a restaurant, an employee jumped off a ladder, landed wrong, and suffered a broken foot. He was hospitalized, requiring surgery.",0,"no high-energy mechanism identified (Other jump to lower level, unspecified)","Other jump to lower level, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-970293-10263,2026-06-04,Duliajan,Central Workshop,Near Miss,Two employees were spreading a metal deck when a gust of wind blew a piece of metal that knocked down both employees. One employee suffered bruising and the other employee suffered a fractured toe and was hospitalized.,0,no high-energy mechanism identified (Struck by dislodged or detached object(s),Struck by dislodged or detached object(s),Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-981167-10264,2026-06-04,Duliajan,Oil Collecting Station,Unsafe Condition,An employee was cutting two-by-fours with an electric hand saw and cut four fingers on his left hand. The employee sustained lacerations on three of his fingers and cut tendons on his left ring finger.,0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,"Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-104994-10265,2026-06-05,Duliajan,Central Workshop,Unsafe Condition,"An employee was rescuing a contractor in a fire when a hot oiler truck caught fire and exploded. The employee sustained burns to their hand, arm, and back.",1,high-energy mechanism (Explosion  unspecified),Explosion  unspecified,Thermal burns  degree unspecified,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-144159-10266,2026-06-05,Shalmari,Group Gathering Station,Unsafe Condition,An employee tripped on a pallet while coming downstairs. He landed on his feet but was hospitalized for back spasms.,0,no high-energy mechanism identified (Trip over an object without fall),Trip over an object without fall,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-270799-10267,2026-06-05,KG Basin - Kakinada,Gas Compressor Station,Unsafe Condition,An employee's lower shirt sleeve ignited while he was lighting a cigarette in the designated smoking area. He suffered second degree burns to his lower arm.,0,no high-energy mechanism identified (Ignition of clothing from controlled hea),Ignition of clothing from controlled heat source,Second degree heat (thermal) burns,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-319398-10268,2026-06-05,Naharkatiya,Group Gathering Station,Unsafe Act,"On 11/29/2018, at approximately 9:30 AM CST, an employee was conducting a pressure test of a plug valve manifold when a sudden drop in pressure occurred. He was going around the blast wall to determine the cause of the leak when a bonnet likely separated from the manifold and struck his leg, fracturing and lacerating it.",1,high-energy mechanism (Struck by discharged object or substance),Struck by discharged object or substance,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-320373-10269,2026-06-05,Duliajan,Crude Oil Pump Station,Unsafe Condition,"An employee was attempting to loosen a horsehead that was being removed via rigging from a pump. The employee's left hand was caught in a pinch point, resulting in amputations of the third and fourth fingers and a nailbed laceration on the second finger.",1,"high-energy mechanism (Caught in or compressed by equipment or objects,)","Caught in or compressed by equipment or objects, unspecified",Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-379019-10270,2026-06-05,Digboi,Crude Oil Pump Station,Unsafe Act,"An employee was investigating a gas leak at a jobsite when he became dizzy, tired, and had difficulty breathing. He was hospitalized for heat exhaustion.",0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Heat exhaustion, prostration",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-427528-10271,2026-06-05,Chabua,Pipeline Section,Incident,"An employee was driving through a construction zone after unloading production water at a disposal well when his vehicle veered off the road and crashed south of Killdeer, North Dakota, on Highway 22. He suffered back injuries.",0,no high-energy mechanism identified (Ran off roadway),Ran off roadway,"Soreness, pain, hurt-nonspecified injury",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-533708-10272,2026-06-05,Duliajan,Oil Collecting Station,Near Miss,An employee was arc welding brackets on an overhead conveyor with an electric welder when a spark fell on his shirt and caused it to catch on fire. He suffered burn injuries to his back.,0,no high-energy mechanism identified (Ignition of clothing from controlled hea),Ignition of clothing from controlled heat source,"Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-554398-10273,2026-06-05,KG Basin - Kakinada,Pipeline Section,Unsafe Act,"A valve cap, under pressure, struck an employee in the upper left arm resulting in a fractured arm and flesh loss.",1,"high-energy mechanism (Struck by dislodged flying object, particle)","Struck by dislodged flying object, particle",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-583654-10274,2026-06-05,Naharkatiya,Oil Collecting Station,Unsafe Condition,An employee was throwing trash into a burn pile. Something in the trash exploded and burned the employee's face and left arm.,0,no high-energy mechanism identified (Small-scale (limited) fire),Small-scale (limited) fire,"Heat (thermal) burns, unspecified",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-586654-10275,2026-06-05,Naharkatiya,Well Head,Unsafe Condition,"An employee was loading a helicopter into a 40 ft. ocean shipping container. The employee kneeled on a razor blade lodged in a piece of foam, resulting in a laceration of the right knee.",0,no high-energy mechanism identified (Struck against stationary object or equi),"Struck against stationary object or equipment, n.e.c.","Cuts, lacerations",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-596737-10276,2026-06-05,Hapjan,Group Gathering Station,Near Miss,"An employee was walking when her leg became caught in a green strap that was attached to a pallet. She fell and fractured the orbital area of the left side of her face, requiring surgery.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-751519-10277,2026-06-05,Digboi,Central Workshop,Unsafe Act,"An employee was moving a pipe to another pipe to be welded. As the employee was maneuvering out of the way of the moving pipe, he tripped on another pipe that was laying on the ground. He fell onto that pipe and broke his left wrist, requiring hospitalization.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-796101-10278,2026-06-05,Dikom,Drilling Rig,Near Miss,An employee was servicing a skid steer bucket from a quick attachment point when the spring holding the hydraulic cylinder gave way and crushed their finger. The employee sustained a broken index finger and lacerations to the skin that required surgery and stitches.,0,"no high-energy mechanism identified (Contact with objects and equipment, unsp)","Contact with objects and equipment, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-807308-10279,2026-06-05,KG Basin - Kakinada,Gas Compressor Station,Unsafe Condition,"On May 20, 2025, an employee was breaking a glass window when he suffered a laceration on his arm that resulted in an arterial bleed requiring hospitalization.",0,no high-energy mechanism identified (Struck by dislodged or detached object(s),Struck by dislodged or detached object(s),"Cuts, lacerations, punctures without injury to internal structures",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-823382-10280,2026-06-05,Duliajan,Crude Oil Pump Station,Unsafe Act,An employee was exiting his pickup truck when he slipped on ice and fell to the ground. The employee was hospitalized with a fractured ankle and required surgery.,0,low-energy mechanism (Fall on same level due to slip or trip),Fall on same level due to slip or trip,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-907797-10281,2026-06-05,KG Basin - Kakinada,Pipeline Section,Near Miss,An employee was removing a duct as part of a demolition project when he was struck by a falling piece of steel ductwork that was different from the one that he was working on. The duct gave way and pinned him to the floor. He sustained hip fractures and required surgery.,0,no high-energy mechanism identified (Struck by dislodged or detached object(s),Struck by dislodged or detached object(s),Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-965024-10282,2026-06-05,KG Basin - Kakinada,Pipeline Section,Unsafe Act,"A pipe crew was working with a service crew to remove a cap from a newly installed 16-inch water main. The cap blew off the pipe under pressure, striking an employee's right leg and breaking it in two places.",0,"no high-energy mechanism identified (Struck by discharged or flying object, n)","Struck by discharged or flying object, n.e.c.",Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
